# Wordlist

# META
@vowels:T V _

# DATA
ID	COGNACY	CONCEPT	COUNTERPART	IPA	DOCULECT	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	CUSTOMID	ALIGNMENT
1358	84	belly	живот	ʒiˈvɔt	Russian	ʒ i ˈv ɔ t	3 7 3 7 1	AXBYN	Zivot	9	9.Z.C 9.i.V 9.v.C 9.o.V 9.t.c	2.0 1.5 1.75 1.3 0.8	0	72	ʒ i ˈv ɔ t
#
417	26	big	big	bɪɡ	English	b ɪ ɡ	1 7 1	AXN	big	4	4.b.C 4.i.V 4.g.c	2.0 1.5 0.8	0	76	b ɪ ɡ
419	26	big	velký	ˈvɛlkiː	Czech	ˈv ɛ l k iː	3 7 5 1 7	AXMBZ	vElki	3	3.v.C 3.E.V 3.l.c 3.k.C 3.i.V	2.0 1.5 1.1 1.75 0.8	0	75	ˈv ɛ l - k iː -
420	26	big	wielki	ˈvʲɛlkʲi	Polish	ˈvʲ ɛ l kʲ i	3 7 5 1 7	AXMBZ	vElki	8	8.v.C 8.E.V 8.l.c 8.k.C 8.i.V	2.0 1.5 1.1 1.75 0.8	0	75	ˈvʲ ɛ l - kʲ i -
421	26	big	veľký	ˈvɛʎkiː	Slovak	ˈv ɛ ʎ k iː	3 7 5 1 7	AXMBZ	vElki	13	13.v.C 13.E.V 13.l.c 13.k.C 13.i.V	2.0 1.5 1.1 1.75 0.8	0	75	ˈv ɛ ʎ - k iː -
422	26	big	wjeliki	ˈvʲelʲikʲi	Lower Sorbian	ˈvʲ e lʲ i kʲ i	3 7 5 7 1 7	AXBYBZ	veliki	5	5.v.C 5.e.V 5.l.C 5.i.V 5.k.C 5.i.V	2.0 1.5 1.75 1.3 1.75 0.8	0	75	ˈvʲ e lʲ i kʲ i -
424	26	big	голям	ɡoˈʎam	Bulgarian	ɡ o ˈʎ a m	1 7 5 7 4	AXBYN	golam	2	2.g.C 2.o.V 2.l.C 2.a.V 2.m.c	2.0 1.5 1.75 1.3 0.8	0	74	ɡ o ˈʎ a m
425	26	big	голем	ˈɡɔlɛm	Macedonian	ˈɡ ɔ l ɛ m	1 7 5 7 4	AXBYN	golEm	6	6.g.C 6.o.V 6.l.C 6.E.V 6.m.c	2.0 1.5 1.75 1.3 0.8	0	74	ˈɡ ɔ l ɛ m
426	26	big	velik	ʋělik	Serbo-Croatian Latin	ʋ ě l i k	6 7 5 7 1	AXBYN	welik	12	12.w.C 12.e.V 12.l.C 12.i.V 12.k.c	2.0 1.5 1.75 1.3 0.8	0	75	ʋ ě l i k - -
427	26	big	велик	vʲɪˈlʲik	Serbo-Croatian Cyrillic	vʲ ɪ ˈlʲ i k	3 7 5 7 1	AXBYN	vilik	11	11.v.C 11.i.V 11.l.C 11.i.V 11.k.c	2.0 1.5 1.75 1.3 0.8	0	75	vʲ ɪ ˈlʲ i k - -
428	26	big	velik	ʋělik	Slovene	ʋ ě l i k	6 7 5 7 1	AXBYN	welik	14	14.w.C 14.e.V 14.l.C 14.i.V 14.k.c	2.0 1.5 1.75 1.3 0.8	0	75	ʋ ě l i k - -
430	26	big	большой	bɐlʲˈʂoj	Russian	b ɐ lʲ ˈʂ o j	1 7 5 3 7 6	AXMBYN	balSoy	9	9.b.C 9.a.V 9.l.c 9.S.C 9.o.V 9.y.c	2.0 1.5 1.1 1.75 1.3 0.8	0	80	b ɐ lʲ ˈʂ o j
432	26	big	великий	vʲɪˈlʲikʲɪj	Ukrainian	vʲ ɪ ˈlʲ i kʲ ɪ j	3 7 5 7 1 7 6	AXBYBYN	vilikiy	15	15.v.C 15.i.V 15.l.C 15.i.V 15.k.C 15.i.V 15.y.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	75	vʲ ɪ ˈlʲ i kʲ ɪ j
#
721	45	bird	bird	bɜːd	English	b ɜː d	1 7 1	AXN	bId	4	4.b.C 4.I.V 4.d.c	2.0 1.5 0.8	0	83	b ɜː d
723	45	bird	pták	ptak	Czech	p t a k	1 1 7 1	ACYN	ptak	3	3.p.C 3.t.C 3.a.V 3.k.c	2.0 1.5 1.3 0.8	0	82	p t a - k
724	45	bird	ptak	ptak	Polish	p t a k	1 1 7 1	ACYN	ptak	8	8.p.C 8.t.C 8.a.V 8.k.c	2.0 1.5 1.3 0.8	0	82	p t a - k
725	45	bird	vták	ˈftaːk	Slovak	ˈf t aː k	3 1 7 1	ACYN	ftak	13	13.f.C 13.t.C 13.a.V 13.k.c	2.0 1.5 1.3 0.8	0	82	ˈf t aː - k
726	45	bird	ptašk	ptaʃk	Lower Sorbian	p t a ʃ k	1 1 7 3 1	ACYLN	ptaSk	5	5.p.C 5.t.C 5.a.V 5.S.c 5.k.c	2.0 1.5 1.3 1.1 0.8	0	82	p t a ʃ k
728	45	bird	птица	ˈptitsə	Bulgarian	ˈp t i t s ə	1 1 7 1 3 7	ACYBCZ	ptitsI	2	2.p.C 2.t.C 2.i.V 2.t.C 2.s.C 2.I.V	2.0 1.5 1.3 1.75 1.5 0.8	0	81	ˈp t i t s ə
729	45	bird	птица	ˈptitsə	Macedonian	ˈp t i t s ə	1 1 7 1 3 7	ACYBCZ	ptitsI	6	6.p.C 6.t.C 6.i.V 6.t.C 6.s.C 6.I.V	2.0 1.5 1.3 1.75 1.5 0.8	0	81	ˈp t i t s ə
730	45	bird	ptica	ptîtsa	Serbo-Croatian Latin	p t î t s a	1 1 7 1 3 7	ACYBCZ	ptitsa	12	12.p.C 12.t.C 12.i.V 12.t.C 12.s.C 12.a.V	2.0 1.5 1.3 1.75 1.5 0.8	0	81	p t î t s a
731	45	bird	птица	ˈptitsə	Serbo-Croatian Cyrillic	ˈp t i t s ə	1 1 7 1 3 7	ACYBCZ	ptitsI	11	11.p.C 11.t.C 11.i.V 11.t.C 11.s.C 11.I.V	2.0 1.5 1.3 1.75 1.5 0.8	0	81	ˈp t i t s ə
732	45	bird	ptica	ptîtsa	Slovene	p t î t s a	1 1 7 1 3 7	ACYBCZ	ptitsa	14	14.p.C 14.t.C 14.i.V 14.t.C 14.s.C 14.a.V	2.0 1.5 1.3 1.75 1.5 0.8	0	81	p t î t s a
734	45	bird	птица	ˈptitsə	Russian	ˈp t i t s ə	1 1 7 1 3 7	ACYBCZ	ptitsI	9	9.p.C 9.t.C 9.i.V 9.t.C 9.s.C 9.I.V	2.0 1.5 1.3 1.75 1.5 0.8	0	81	ˈp t i t s ə
735	45	bird	птах	ptax	Rusyn	p t a x	1 1 7 3	ACYN	ptax	10	10.p.C 10.t.C 10.a.V 10.x.c	2.0 1.5 1.3 0.8	0	82	p t a - x
736	45	bird	птах	ptax	Ukrainian	p t a x	1 1 7 3	ACYN	ptax	15	15.p.C 15.t.C 15.a.V 15.x.c	2.0 1.5 1.3 0.8	0	82	p t a - x
#
2801	175	black	black	blæk	English	b l æ k	1 5 7 1	ACXN	blEk	4	4.b.C 4.l.C 4.E.V 4.k.c	2.0 1.5 1.5 0.8	0	85	b l æ k
2803	175	black	černý	tʃɛrni	Czech	t ʃ ɛ r n i	1 3 7 5 4 7	ACXMBZ	tSErni	3	3.t.C 3.S.C 3.E.V 3.r.c 3.n.C 3.i.V	2.0 1.5 1.5 1.1 1.75 0.8	0	84	t ʃ ɛ r n i -
2804	175	black	czarny	ˈtʂarnɨ	Polish	ˈt ʂ a r n ɨ	1 3 7 5 4 7	ACXMBZ	tSarnI	8	8.t.C 8.S.C 8.a.V 8.r.c 8.n.C 8.I.V	2.0 1.5 1.5 1.1 1.75 0.8	0	84	ˈt ʂ a r n ɨ -
2805	175	black	čierny	ˈtʃierni	Slovak	ˈt ʃ ie r n i	1 3 7 5 4 7	ACXMBZ	tSirni	13	13.t.C 13.S.C 13.i.V 13.r.c 13.n.C 13.i.V	2.0 1.5 1.5 1.1 1.75 0.8	0	84	ˈt ʃ ie r n i -
2806	175	black	carny	ˈkɑːɹni	Lower Sorbian	ˈk ɑː ɹ n i	1 7 5 4 7	AXMBZ	korni	5	5.k.C 5.o.V 5.r.c 5.n.C 5.i.V	2.0 1.5 1.1 1.75 0.8	0	86	ˈk ɑː ɹ n i
2809	175	black	црн	tsrːn	Macedonian	t s rː n	1 3 5 4	ACXN	tsrn	6	6.t.C 6.s.C 6.r.V 6.n.c	2.0 1.5 1.5 0.8	0	84	t s - rː n - -
2810	175	black	crn	tsrːn	Serbo-Croatian Latin	t s rː n	1 3 5 4	ACXN	tsrn	12	12.t.C 12.s.C 12.r.V 12.n.c	2.0 1.5 1.5 0.8	0	84	t s - rː n - -
2811	175	black	црн	tsrːn	Serbo-Croatian Cyrillic	t s rː n	1 3 5 4	ACXN	tsrn	11	11.t.C 11.s.C 11.r.V 11.n.c	2.0 1.5 1.5 0.8	0	84	t s - rː n - -
2812	175	black	črn	ˈtʃərn	Slovene	ˈt ʃ ə r n	1 3 7 5 4	ACXLN	tSIrn	14	14.t.C 14.S.C 14.I.V 14.r.c 14.n.c	2.0 1.5 1.5 1.1 0.8	0	84	ˈt ʃ ə r n - -
2814	175	black	чёрный	ˈtɕɵrnɨj	Russian	ˈt ɕ ɵ r n ɨ j	1 3 7 5 4 7 6	ACXMBYN	tSIrnIy	9	9.t.C 9.S.C 9.I.V 9.r.c 9.n.C 9.I.V 9.y.c	2.0 1.5 1.5 1.1 1.75 1.3 0.8	0	84	ˈt ɕ ɵ r n ɨ j
2815	175	black	чорный	ˈtɕɵrnɨj	Rusyn	ˈt ɕ ɵ r n ɨ j	1 3 7 5 4 7 6	ACXMBYN	tSIrnIy	10	10.t.C 10.S.C 10.I.V 10.r.c 10.n.C 10.I.V 10.y.c	2.0 1.5 1.5 1.1 1.75 1.3 0.8	0	84	ˈt ɕ ɵ r n ɨ j
2816	175	black	чорний	ˈtʃɔrnei	Ukrainian	ˈt ʃ ɔ r n ei	1 3 7 5 4 7	ACXMBZ	tSorne	15	15.t.C 15.S.C 15.o.V 15.r.c 15.n.C 15.e.V	2.0 1.5 1.5 1.1 1.75 0.8	0	84	ˈt ʃ ɔ r n ei -
#
1009	63	blood	blood	blʌd	English	b l ʌ d	1 5 7 1	ACXN	blod	4	4.b.C 4.l.C 4.o.V 4.d.c	2.0 1.5 1.5 0.8	0	89	b l ʌ d
1011	63	blood	krev	krɛv	Czech	k r ɛ v	1 5 7 3	ACXN	krEv	3	3.k.C 3.r.C 3.E.V 3.v.c	2.0 1.5 1.5 0.8	0	87	k r ɛ v
1012	63	blood	krew	krɛf	Polish	k r ɛ f	1 5 7 3	ACXN	krEf	8	8.k.C 8.r.C 8.E.V 8.f.c	2.0 1.5 1.5 0.8	0	87	k r ɛ f
1013	63	blood	krv	krːʋ	Slovak	k rː ʋ	1 5 6	ACC	krw	13	13.k.C 13.r.C 13.w.C	2.0 1.5 1.5	0	87	k rː - ʋ
1014	63	blood	kšej	kʃej	Lower Sorbian	k ʃ e j	1 3 7 6	ACXN	kSey	5	5.k.C 5.S.C 5.e.V 5.y.c	2.0 1.5 1.5 0.8	0	90	k ʃ e j
1016	63	blood	кръв	krɤf	Bulgarian	k r ɤ f	1 5 7 3	ACXN	krof	2	2.k.C 2.r.C 2.o.V 2.f.c	2.0 1.5 1.5 0.8	0	87	k r ɤ f
1017	63	blood	крв	krf	Macedonian	k r f	1 5 3	AXN	krf	6	6.k.C 6.r.V 6.f.c	2.0 1.5 0.8	0	87	k r - f
1018	63	blood	krv	krːʋ	Serbo-Croatian Latin	k rː ʋ	1 5 6	ACC	krw	12	12.k.C 12.r.C 12.w.C	2.0 1.5 1.5	0	87	k rː - ʋ
1019	63	blood	крв	krf	Serbo-Croatian Cyrillic	k r f	1 5 3	AXN	krf	11	11.k.C 11.r.V 11.f.c	2.0 1.5 0.8	0	87	k r - f
1020	63	blood	kri	kriː	Slovene	k r iː	1 5 7	ACX	kri	14	14.k.C 14.r.C 14.i.V	2.0 1.5 1.5	0	87	k r iː -
1022	63	blood	кровь	krofʲ	Russian	k r o fʲ	1 5 7 3	ACXN	krof	9	9.k.C 9.r.C 9.o.V 9.f.c	2.0 1.5 1.5 0.8	0	87	k r o fʲ
1023	63	blood	кров	krof	Rusyn	k r o f	1 5 7 3	ACXN	krof	10	10.k.C 10.r.C 10.o.V 10.f.c	2.0 1.5 1.5 0.8	0	87	k r o f
1024	63	blood	кров	krof	Ukrainian	k r o f	1 5 7 3	ACXN	krof	15	15.k.C 15.r.C 15.o.V 15.f.c	2.0 1.5 1.5 0.8	0	87	k r o f
#
1025	64	bone	bone	boʊn	English	b oʊ n	1 7 4	AXN	bon	4	4.b.C 4.o.V 4.n.c	2.0 1.5 0.8	0	93	b oʊ n
1026	64	bone	кость	kosʲtʲ	Old Church Slavonic	k o sʲ tʲ	1 7 3 1	AXLN	kost	7	7.k.C 7.o.V 7.s.c 7.t.c	2.0 1.5 1.1 0.8	0	91	k o sʲ tʲ - -
1027	64	bone	kost	kost	Czech	k o s t	1 7 3 1	AXLN	kost	3	3.k.C 3.o.V 3.s.c 3.t.c	2.0 1.5 1.1 0.8	0	91	k o s t - -
1028	64	bone	kość	kɔɕtɕ	Polish	k ɔ ɕ t ɕ	1 7 3 1 3	AXMBC	koStS	8	8.k.C 8.o.V 8.S.c 8.t.C 8.S.C	2.0 1.5 1.1 1.75 1.5	0	91	k ɔ ɕ t ɕ -
1029	64	bone	kosť	ˈkɔsc	Slovak	ˈk ɔ s c	1 7 3 1	AXLN	kosT	13	13.k.C 13.o.V 13.s.c 13.T.c	2.0 1.5 1.1 0.8	0	91	ˈk ɔ s c - -
1030	64	bone	kósć	kɨstɕ	Lower Sorbian	k ɨ s t ɕ	1 7 3 1 3	AXMBC	kIstS	5	5.k.C 5.I.V 5.s.c 5.t.C 5.S.C	2.0 1.5 1.1 1.75 1.5	0	91	k ɨ s t ɕ -
1031	64	bone	kósć	kɨstɕ	Upper Sorbian	k ɨ s t ɕ	1 7 3 1 3	AXMBC	kIstS	16	16.k.C 16.I.V 16.s.c 16.t.C 16.S.C	2.0 1.5 1.1 1.75 1.5	0	91	k ɨ s t ɕ -
1032	64	bone	кост	kɔst	Bulgarian	k ɔ s t	1 7 3 1	AXLN	kost	2	2.k.C 2.o.V 2.s.c 2.t.c	2.0 1.5 1.1 0.8	0	91	k ɔ s t - -
1033	64	bone	коска	ˈkɔska	Macedonian	ˈk ɔ s k a	1 7 3 1 7	AXMBZ	koska	6	6.k.C 6.o.V 6.s.c 6.k.C 6.a.V	2.0 1.5 1.1 1.75 0.8	0	91	ˈk ɔ s k - a
1034	64	bone	kost	kost	Serbo-Croatian Latin	k o s t	1 7 3 1	AXLN	kost	12	12.k.C 12.o.V 12.s.c 12.t.c	2.0 1.5 1.1 0.8	0	91	k o s t - -
1035	64	bone	кост	kɔst	Serbo-Croatian Cyrillic	k ɔ s t	1 7 3 1	AXLN	kost	11	11.k.C 11.o.V 11.s.c 11.t.c	2.0 1.5 1.1 0.8	0	91	k ɔ s t - -
1036	64	bone	kost	kost	Slovene	k o s t	1 7 3 1	AXLN	kost	14	14.k.C 14.o.V 14.s.c 14.t.c	2.0 1.5 1.1 0.8	0	91	k o s t - -
1038	64	bone	кость	kosʲtʲ	Russian	k o sʲ tʲ	1 7 3 1	AXLN	kost	9	9.k.C 9.o.V 9.s.c 9.t.c	2.0 1.5 1.1 0.8	0	91	k o sʲ tʲ - -
#
1409	88	breast	breast	bɹɛst	English	b ɹ ɛ s t	1 5 7 3 1	ACXLN	brEst	4	4.b.C 4.r.C 4.E.V 4.s.c 4.t.c	2.0 1.5 1.5 1.1 0.8	0	96	b ɹ ɛ s t
1411	88	breast	prs	prs	Czech	p r s	1 5 3	AXN	prs	3	3.p.C 3.r.V 3.s.c	2.0 1.5 0.8	0	95	p r s -
1412	88	breast	pierś	pʲjɛrɕ	Polish	pʲ j ɛ r ɕ	1 6 7 5 3	ACXLN	pyErS	8	8.p.C 8.y.C 8.E.V 8.r.c 8.S.c	2.0 1.5 1.5 1.1 0.8	0	99	pʲ j ɛ r ɕ
1413	88	breast	prsia	ˈprsia	Slovak	ˈp r s ia	1 5 3 7	AXBZ	prsi	13	13.p.C 13.r.V 13.s.C 13.i.V	2.0 1.5 1.75 0.8	0	95	ˈp r s ia
1414	88	breast	bok	bɒk	Lower Sorbian	b ɒ k	1 7 1	AXN	bok	5	5.b.C 5.o.V 5.k.c	2.0 1.5 0.8	0	97	b ɒ k
1416	88	breast	гръд	ɡrɤt	Bulgarian	ɡ r ɤ t	1 5 7 1	ACXN	grot	2	2.g.C 2.r.C 2.o.V 2.t.c	2.0 1.5 1.5 0.8	0	94	ɡ r ɤ t -
1417	88	breast	града	ɡrəˈdɤ	Macedonian	ɡ r ə ˈd ɤ	1 5 7 1 7	ACXBZ	grIdo	6	6.g.C 6.r.C 6.I.V 6.d.C 6.o.V	2.0 1.5 1.5 1.75 0.8	0	94	ɡ r ə ˈd ɤ
1418	88	breast	prsa	prsa	Serbo-Croatian Latin	p r s a	1 5 3 7	AXBZ	prsa	12	12.p.C 12.r.V 12.s.C 12.a.V	2.0 1.5 1.75 0.8	0	95	p r s a
1419	88	breast	прса	prsa	Serbo-Croatian Cyrillic	p r s a	1 5 3 7	AXBZ	prsa	11	11.p.C 11.r.V 11.s.C 11.a.V	2.0 1.5 1.75 0.8	0	95	p r s a
1420	88	breast	prsi	prsi	Slovene	p r s i	1 5 3 7	AXBZ	prsi	14	14.p.C 14.r.V 14.s.C 14.i.V	2.0 1.5 1.75 0.8	0	95	p r s i
1422	88	breast	грудь	ɡrutʲ	Russian	ɡ r u tʲ	1 5 7 1	ACXN	grut	9	9.g.C 9.r.C 9.u.V 9.t.c	2.0 1.5 1.5 0.8	0	94	ɡ r u tʲ -
1423	88	breast	груди	ˈɡrudʲɪ	Rusyn	ˈɡ r u dʲ ɪ	1 5 7 1 7	ACXBZ	grudi	10	10.g.C 10.r.C 10.u.V 10.d.C 10.i.V	2.0 1.5 1.5 1.75 0.8	0	94	ˈɡ r u dʲ ɪ
1424	88	breast	груди	ˈɡrudʲɪ	Ukrainian	ˈɡ r u dʲ ɪ	1 5 7 1 7	ACXBZ	grudi	15	15.g.C 15.r.C 15.u.V 15.d.C 15.i.V	2.0 1.5 1.5 1.75 0.8	0	94	ˈɡ r u dʲ ɪ
#
609	38	child	child	tʃaɪld	English	t ʃ aɪ l d	1 3 7 5 1	ACXLN	tSald	4	4.t.C 4.S.C 4.a.V 4.l.c 4.d.c	2.0 1.5 1.5 1.1 0.8	0	102	t ʃ aɪ l d
611	38	child	dítě	ɟiːcɛ	Czech	ɟ iː c ɛ	1 7 1 7	AXBZ	CiTE	3	3.C.C 3.i.V 3.T.C 3.E.V	2.0 1.5 1.75 0.8	0	101	ɟ iː c ɛ
612	38	child	dziecko	ˈdʑɛtskɔ	Polish	ˈd ʑ ɛ t s k ɔ	1 3 7 1 3 1 7	ACXBYBZ	dZEtsko	8	8.d.C 8.Z.C 8.E.V 8.t.C 8.s.V 8.k.C 8.o.V	2.0 1.5 1.5 1.75 1.3 1.75 0.8	0	105	ˈd ʑ ɛ t s k ɔ
613	38	child	dieťa	ˈɟieca	Slovak	ˈɟ ie c a	1 7 1 7	AXBZ	CiTa	13	13.C.C 13.i.V 13.T.C 13.a.V	2.0 1.5 1.75 0.8	0	101	ˈɟ ie c a
614	38	child	źiśe	ˈʑiɕɛ	Lower Sorbian	ˈʑ i ɕ ɛ	3 7 3 7	AXBZ	ZiSE	5	5.Z.C 5.i.V 5.S.C 5.E.V	2.0 1.5 1.75 0.8	0	103	ˈʑ i ɕ ɛ
616	38	child	дете	dɛˈtɛ	Bulgarian	d ɛ ˈt ɛ	1 7 1 7	AXBZ	dEtE	2	2.d.C 2.E.V 2.t.C 2.E.V	2.0 1.5 1.75 0.8	0	100	d ɛ ˈt ɛ
617	38	child	дете	dɛˈtɛ	Macedonian	d ɛ ˈt ɛ	1 7 1 7	AXBZ	dEtE	6	6.d.C 6.E.V 6.t.C 6.E.V	2.0 1.5 1.75 0.8	0	100	d ɛ ˈt ɛ
618	38	child	dete	ˈdetə	Serbo-Croatian Latin	ˈd e t ə	1 7 1 7	AXBZ	detI	12	12.d.C 12.e.V 12.t.C 12.I.V	2.0 1.5 1.75 0.8	0	100	ˈd e t ə
619	38	child	дете	dɛˈtɛ	Serbo-Croatian Cyrillic	d ɛ ˈt ɛ	1 7 1 7	AXBZ	dEtE	11	11.d.C 11.E.V 11.t.C 11.E.V	2.0 1.5 1.75 0.8	0	100	d ɛ ˈt ɛ
620	38	child	dete	ˈdetə	Slovene	ˈd e t ə	1 7 1 7	AXBZ	detI	14	14.d.C 14.e.V 14.t.C 14.I.V	2.0 1.5 1.75 0.8	0	100	ˈd e t ə
622	38	child	дитя	dʲɪˈtʲa	Russian	dʲ ɪ ˈtʲ a	1 7 1 7	AXBZ	dita	9	9.d.C 9.i.V 9.t.C 9.a.V	2.0 1.5 1.75 0.8	0	100	dʲ ɪ ˈtʲ a
624	38	child	дитя	dʲɪˈtʲa	Ukrainian	dʲ ɪ ˈtʲ a	1 7 1 7	AXBZ	dita	15	15.d.C 15.i.V 15.t.C 15.a.V	2.0 1.5 1.75 0.8	0	100	dʲ ɪ ˈtʲ a
#
2545	159	cloud	cloud	klaʊd	English	k l aʊ d	1 5 7 1	ACXN	klad	4	4.k.C 4.l.C 4.a.V 4.d.c	2.0 1.5 1.5 0.8	0	108	k l aʊ d
2547	159	cloud	mrak	mrak	Czech	m r a k	4 5 7 1	ACXN	mrak	3	3.m.C 3.r.C 3.a.V 3.k.c	2.0 1.5 1.5 0.8	0	106	- m r a k -
2548	159	cloud	chmura	ˈxmura	Polish	ˈx m u r a	3 4 7 5 7	ACXBZ	xmura	8	8.x.C 8.m.C 8.u.V 8.r.C 8.a.V	2.0 1.5 1.5 1.75 0.8	0	111	ˈx m u r a
2549	159	cloud	oblak	oblak	Slovak	o b l a k	7 1 5 7 1	XBCYN	oblak	13	13.o.V 13.b.C 13.l.C 13.a.V 13.k.c	1.5 1.75 1.5 1.3 0.8	0	106	o b l a k -
2550	159	cloud	mrok	mrɔk	Lower Sorbian	m r ɔ k	4 5 7 1	ACXN	mrok	5	5.m.C 5.r.C 5.o.V 5.k.c	2.0 1.5 1.5 0.8	0	106	- m r ɔ k -
2552	159	cloud	облак	ôblaːk	Bulgarian	ô b l aː k	7 1 5 7 1	XBCYN	oblak	2	2.o.V 2.b.C 2.l.C 2.a.V 2.k.c	1.5 1.75 1.5 1.3 0.8	0	106	ô b l aː k -
2553	159	cloud	облак	ôblaːk	Macedonian	ô b l aː k	7 1 5 7 1	XBCYN	oblak	6	6.o.V 6.b.C 6.l.C 6.a.V 6.k.c	1.5 1.75 1.5 1.3 0.8	0	106	ô b l aː k -
2554	159	cloud	oblak	oblak	Serbo-Croatian Latin	o b l a k	7 1 5 7 1	XBCYN	oblak	12	12.o.V 12.b.C 12.l.C 12.a.V 12.k.c	1.5 1.75 1.5 1.3 0.8	0	106	o b l a k -
2555	159	cloud	облак	ôblaːk	Serbo-Croatian Cyrillic	ô b l aː k	7 1 5 7 1	XBCYN	oblak	11	11.o.V 11.b.C 11.l.C 11.a.V 11.k.c	1.5 1.75 1.5 1.3 0.8	0	106	ô b l aː k -
2556	159	cloud	oblak	oblak	Slovene	o b l a k	7 1 5 7 1	XBCYN	oblak	14	14.o.V 14.b.C 14.l.C 14.a.V 14.k.c	1.5 1.75 1.5 1.3 0.8	0	106	o b l a k -
2558	159	cloud	облако	ˈobləkə	Russian	ˈo b l ə k ə	7 1 5 7 1 7	XBCYBZ	oblIkI	9	9.o.V 9.b.C 9.l.C 9.I.V 9.k.C 9.I.V	1.5 1.75 1.5 1.3 1.75 0.8	0	106	ˈo b l ə k ə
#
2881	180	cold	cold	kəʊld	English	k əʊ l d	1 7 5 1	AXLN	kIld	4	4.k.C 4.I.V 4.l.c 4.d.c	2.0 1.5 1.1 0.8	0	114	k əʊ l d
2883	180	cold	studený	studɛni	Czech	s t u d ɛ n i	3 1 7 1 7 4 7	ACYBYBZ	studEni	3	3.s.C 3.t.C 3.u.V 3.d.C 3.E.V 3.n.C 3.i.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	0	112	s t u d ɛ n i
2884	180	cold	zimny	ˈʑimnɨ	Polish	ˈʑ i m n ɨ	3 7 4 4 7	AXMBZ	ZimnI	8	8.Z.C 8.i.V 8.m.c 8.n.C 8.I.V	2.0 1.5 1.1 1.75 0.8	0	115	ˈʑ i m n ɨ
2885	180	cold	studený	studɛni	Slovak	s t u d ɛ n i	3 1 7 1 7 4 7	ACYBYBZ	studEni	13	13.s.C 13.t.C 13.u.V 13.d.C 13.E.V 13.n.C 13.i.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	0	112	s t u d ɛ n i
2886	180	cold	zymny	ˈzɨmnɨ	Lower Sorbian	ˈz ɨ m n ɨ	3 7 4 4 7	AXMBZ	zImnI	5	5.z.C 5.I.V 5.m.c 5.n.C 5.I.V	2.0 1.5 1.1 1.75 0.8	0	115	ˈz ɨ m n ɨ
2887	180	cold	zymny	ˈzɨmnɨ	Upper Sorbian	ˈz ɨ m n ɨ	3 7 4 4 7	AXMBZ	zImnI	16	16.z.C 16.I.V 16.m.c 16.n.C 16.I.V	2.0 1.5 1.1 1.75 0.8	0	115	ˈz ɨ m n ɨ
2888	180	cold	студен	stuˈdɛn	Bulgarian	s t u ˈd ɛ n	3 1 7 1 7 4	ACYBYN	studEn	2	2.s.C 2.t.C 2.u.V 2.d.C 2.E.V 2.n.c	2.0 1.5 1.3 1.75 1.3 0.8	0	112	s t u ˈd ɛ n -
2889	180	cold	студен	stuˈdɛn	Macedonian	s t u ˈd ɛ n	3 1 7 1 7 4	ACYBYN	studEn	6	6.s.C 6.t.C 6.u.V 6.d.C 6.E.V 6.n.c	2.0 1.5 1.3 1.75 1.3 0.8	0	112	s t u ˈd ɛ n -
2890	180	cold	hladnoća	xladnǒtɕa	Serbo-Croatian Latin	x l a d n ǒ t ɕ a	3 5 7 1 4 7 1 3 7	ACXBCYBCZ	xladnotSa	12	12.x.C 12.l.C 12.a.V 12.d.C 12.n.C 12.o.V 12.t.C 12.S.C 12.a.V	2.0 1.5 1.5 1.75 1.5 1.3 1.75 1.5 0.8	0	118	x - l a d n ǒ t ɕ a
2891	180	cold	хладноћа	xladnǒtɕa	Serbo-Croatian Cyrillic	x l a d n ǒ t ɕ a	3 5 7 1 4 7 1 3 7	ACXBCYBCZ	xladnotSa	11	11.x.C 11.l.C 11.a.V 11.d.C 11.n.C 11.o.V 11.t.C 11.S.C 11.a.V	2.0 1.5 1.5 1.75 1.5 1.3 1.75 1.5 0.8	0	118	x - l a d n ǒ t ɕ a
2892	180	cold	hladen	xláːdən	Slovene	x l áː d ə n	3 5 7 1 7 4	ACXBYN	xladIn	14	14.x.C 14.l.C 14.a.V 14.d.C 14.I.V 14.n.c	2.0 1.5 1.5 1.75 1.3 0.8	0	118	x - l áː d - ə - n -
2894	180	cold	холодный	xɐˈlodnɨj	Russian	x ɐ ˈl o d n ɨ j	3 7 5 7 1 4 7 6	AXBYBCYN	xalodnIy	9	9.x.C 9.a.V 9.l.C 9.o.V 9.d.C 9.n.C 9.I.V 9.y.c	2.0 1.5 1.75 1.3 1.75 1.5 1.3 0.8	0	118	x ɐ ˈl o d n ɨ j - -
2896	180	cold	холодний	xɔˈlɔdnei	Ukrainian	x ɔ ˈl ɔ d n ei	3 7 5 7 1 4 7	AXBYBCZ	xolodne	15	15.x.C 15.o.V 15.l.C 15.o.V 15.d.C 15.n.C 15.e.V	2.0 1.5 1.75 1.3 1.75 1.5 0.8	0	118	x ɔ ˈl ɔ d n ei - - -
#
