# Wordlist

# META
@vowels:T V _

# DATA
ID	GLOSSID	CONCEPT	COUNTERPART	IPA	DOCULECT	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	CUSTOMID	ALIGNMENT
1358	1357	belly	живот	ʒiˈvɔt	Russian	ʒ i ˈv ɔ t	3 7 3 7 1	AXBYN	SIBUT	9	9.S.C 9.I.V 9.B.C 9.U.V 9.T.c	2.0 1.5 1.75 1.3 0.8	0	81	ʒ i ˈv ɔ t
#
417	416	big	big	bɪɡ	English	b ɪ ɡ	1 7 1	AXN	PIK	4	4.P.C 4.I.V 4.K.c	2.0 1.5 0.8	0	85	b ɪ ɡ
419	418	big	velký	ˈvɛlkiː	Czech	ˈv ɛ l k iː	3 7 5 1 7	AXMBZ	BELKI	3	3.B.C 3.E.V 3.L.c 3.K.C 3.I.V	2.0 1.5 1.1 1.75 0.8	0	90	ˈv ɛ l - k iː -
420	419	big	wielki	ˈvʲɛl.kʲi	Polish	ˈvʲ ɛ l kʲ i	3 7 5 1 7	AXMBZ	BELKI	8	8.B.C 8.E.V 8.L.c 8.K.C 8.I.V	2.0 1.5 1.1 1.75 0.8	0	90	ˈvʲ ɛ l - kʲ i -
421	420	big	veľký	ˈvɛʎkiː	Slovak	ˈv ɛ ʎ k iː	3 7 5 1 7	AXMBZ	BELKI	13	13.B.C 13.E.V 13.L.c 13.K.C 13.I.V	2.0 1.5 1.1 1.75 0.8	0	90	ˈv ɛ ʎ - k iː -
422	421	big	wjeliki	ˈvʲelʲikʲi	Lower Sorbian	ˈvʲ e lʲ i kʲ i	3 7 5 7 1 7	AXBYBZ	BELIKI	5	5.B.C 5.E.V 5.L.C 5.I.V 5.K.C 5.I.V	2.0 1.5 1.75 1.3 1.75 0.8	0	90	ˈvʲ e lʲ i kʲ i -
424	423	big	голям	ɡoˈʎam	Bulgarian	ɡ o ˈʎ a m	1 7 5 7 4	AXBYN	KULAM	2	2.K.C 2.U.V 2.L.C 2.A.V 2.M.c	2.0 1.5 1.75 1.3 0.8	0	83	ɡ o ˈʎ a m
425	424	big	голем	ˈɡɔlɛm	Macedonian	ˈɡ ɔ l ɛ m	1 7 5 7 4	AXBYN	KULEM	6	6.K.C 6.U.V 6.L.C 6.E.V 6.M.c	2.0 1.5 1.75 1.3 0.8	0	83	ˈɡ ɔ l ɛ m
426	425	big	velik	ʋělik	Serbo-Croatian Latin	ʋ ě l i k	6 7 5 7 1	AXBYN	WELIK	12	12.W.C 12.E.V 12.L.C 12.I.V 12.K.c	2.0 1.5 1.75 1.3 0.8	0	90	ʋ ě l i k - -
427	426	big	велик	vʲɪˈlʲik	Serbo-Croatian Cyrillic	vʲ ɪ ˈlʲ i k	3 7 5 7 1	AXBYN	BILIK	11	11.B.C 11.I.V 11.L.C 11.I.V 11.K.c	2.0 1.5 1.75 1.3 0.8	0	90	vʲ ɪ ˈlʲ i k - -
428	427	big	velik	ʋělik	Slovene	ʋ ě l i k	6 7 5 7 1	AXBYN	WELIK	14	14.W.C 14.E.V 14.L.C 14.I.V 14.K.c	2.0 1.5 1.75 1.3 0.8	0	90	ʋ ě l i k - -
430	429	big	большой	bɐlʲˈʂoj	Russian	b ɐ lʲ ˈʂ o j	1 7 5 3 7 6	AXMBYN	PELSUJ	9	9.P.C 9.E.V 9.L.c 9.S.C 9.U.V 9.J.c	2.0 1.5 1.1 1.75 1.3 0.8	0	89	b ɐ lʲ ˈʂ o j
432	431	big	великий	vʲɪˈlʲikʲɪj	Ukrainian	vʲ ɪ ˈlʲ i kʲ ɪ j	3 7 5 7 1 7 6	AXBYBYN	BILIKIJ	15	15.B.C 15.I.V 15.L.C 15.I.V 15.K.C 15.I.V 15.J.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	90	vʲ ɪ ˈlʲ i kʲ ɪ j
#
721	720	bird	bird	bɜːd	English	b ɜː d	1 7 1	AXN	PET	4	4.P.C 4.E.V 4.T.c	2.0 1.5 0.8	0	93	b ɜː d
723	722	bird	pták	pta:k	Czech	p t a: k	1 1 7 1	ACYN	PTAK	3	3.P.C 3.T.C 3.A.V 3.K.c	2.0 1.5 1.3 0.8	0	91	p t a: - k -
724	723	bird	ptak	ptak	Polish	p t a k	1 1 7 1	ACYN	PTAK	8	8.P.C 8.T.C 8.A.V 8.K.c	2.0 1.5 1.3 0.8	0	91	p t a - k -
725	724	bird	vták	ˈftaːk	Slovak	ˈf t aː k	3 1 7 1	ACYN	BTAK	13	13.B.C 13.T.C 13.A.V 13.K.c	2.0 1.5 1.3 0.8	0	91	ˈf t aː - k -
726	725	bird	ptašk	ptaʃk	Lower Sorbian	p t a ʃ k	1 1 7 3 1	ACYLN	PTASK	5	5.P.C 5.T.C 5.A.V 5.S.c 5.K.c	2.0 1.5 1.3 1.1 0.8	0	91	p t a ʃ k -
728	727	bird	птица	ˈptitsə	Bulgarian	ˈp t i t s ə	1 1 7 1 3 7	ACYBCZ	PTITSE	2	2.P.C 2.T.C 2.I.V 2.T.C 2.S.C 2.E.V	2.0 1.5 1.3 1.75 1.5 0.8	0	91	ˈp t i t s ə
729	728	bird	птица	ˈptitsə	Macedonian	ˈp t i t s ə	1 1 7 1 3 7	ACYBCZ	PTITSE	6	6.P.C 6.T.C 6.I.V 6.T.C 6.S.C 6.E.V	2.0 1.5 1.3 1.75 1.5 0.8	0	91	ˈp t i t s ə
730	729	bird	ptica	ptîtsa	Serbo-Croatian Latin	p t î t s a	1 1 7 1 3 7	ACYBCZ	PTITSA	12	12.P.C 12.T.C 12.I.V 12.T.C 12.S.C 12.A.V	2.0 1.5 1.3 1.75 1.5 0.8	0	91	p t î t s a
731	730	bird	птица	ˈptitsə	Serbo-Croatian Cyrillic	ˈp t i t s ə	1 1 7 1 3 7	ACYBCZ	PTITSE	11	11.P.C 11.T.C 11.I.V 11.T.C 11.S.C 11.E.V	2.0 1.5 1.3 1.75 1.5 0.8	0	91	ˈp t i t s ə
732	731	bird	ptica	ptîtsa	Slovene	p t î t s a	1 1 7 1 3 7	ACYBCZ	PTITSA	14	14.P.C 14.T.C 14.I.V 14.T.C 14.S.C 14.A.V	2.0 1.5 1.3 1.75 1.5 0.8	0	91	p t î t s a
734	733	bird	птица	ˈptitsə	Russian	ˈp t i t s ə	1 1 7 1 3 7	ACYBCZ	PTITSE	9	9.P.C 9.T.C 9.I.V 9.T.C 9.S.C 9.E.V	2.0 1.5 1.3 1.75 1.5 0.8	0	91	ˈp t i t s ə
735	734	bird	птах	ptax	Rusyn	p t a x	1 1 7 3	ACYN	PTAG	10	10.P.C 10.T.C 10.A.V 10.G.c	2.0 1.5 1.3 0.8	0	91	p t a - x -
736	735	bird	птах	ptax	Ukrainian	p t a x	1 1 7 3	ACYN	PTAG	15	15.P.C 15.T.C 15.A.V 15.G.c	2.0 1.5 1.3 0.8	0	91	p t a - x -
#
2801	2800	black	black	blæk	English	b l æ k	1 5 7 1	ACXN	PLEK	4	4.P.C 4.L.C 4.E.V 4.K.c	2.0 1.5 1.5 0.8	0	95	b l æ k
2803	2802	black	černý	't͡ʃɛrni:	Czech	't͡ʃ ɛ r n i:	2 7 5 4 7	AXMBZ	CERNI	3	3.C.C 3.E.V 3.R.c 3.N.C 3.I.V	2.0 1.5 1.1 1.75 0.8	0	94	't͡ʃ ɛ r n i: -
2804	2803	black	czarny	ˈt͡ʂar.nɨ	Polish	ˈt͡ʂ a r n ɨ	2 7 5 4 7	AXMBZ	CARNI	8	8.C.C 8.A.V 8.R.c 8.N.C 8.I.V	2.0 1.5 1.1 1.75 0.8	0	94	ˈt͡ʂ a r n ɨ -
2805	2804	black	čierny	ˈt͡ʃi̯er.ni	Slovak	ˈt͡ʃ i̯e r n i	2 7 5 4 7	AXMBZ	CIRNI	13	13.C.C 13.I.V 13.R.c 13.N.C 13.I.V	2.0 1.5 1.1 1.75 0.8	0	94	ˈt͡ʃ i̯e r n i -
2809	2808	black	црн	tsr̂ːn	Macedonian	t s r̂ː n	1 3 5 4	ACXN	TSRN	6	6.T.C 6.S.C 6.R.V 6.N.c	2.0 1.5 1.5 0.8	0	96	t s - r̂ː n
2810	2809	black	crn	tsr̂ːn	Serbo-Croatian Latin	t s r̂ː n	1 3 5 4	ACXN	TSRN	12	12.T.C 12.S.C 12.R.V 12.N.c	2.0 1.5 1.5 0.8	0	96	t s - r̂ː n
2811	2810	black	црн	tsr̂ːn	Serbo-Croatian Cyrillic	t s r̂ː n	1 3 5 4	ACXN	TSRN	11	11.T.C 11.S.C 11.R.V 11.N.c	2.0 1.5 1.5 0.8	0	96	t s - r̂ː n
2812	2811	black	črn	ˈtʃə̀rn	Slovene	ˈt ʃ ə̀ r n	1 3 7 5 4	ACXLN	TSERN	14	14.T.C 14.S.C 14.E.V 14.R.c 14.N.c	2.0 1.5 1.5 1.1 0.8	0	96	ˈt ʃ ə̀ r n
2814	2813	black	чёрный	ˈt͡ɕɵrnɨj	Russian	ˈt͡ɕ ɵ r n ɨ j	2 7 5 4 7 6	AXMBYN	CURNIJ	9	9.C.C 9.U.V 9.R.c 9.N.C 9.I.V 9.J.c	2.0 1.5 1.1 1.75 1.3 0.8	0	94	ˈt͡ɕ ɵ r n ɨ j
2815	2814	black	чорный	ˈt͡ɕɵrnɨj	Rusyn	ˈt͡ɕ ɵ r n ɨ j	2 7 5 4 7 6	AXMBYN	CURNIJ	10	10.C.C 10.U.V 10.R.c 10.N.C 10.I.V 10.J.c	2.0 1.5 1.1 1.75 1.3 0.8	0	94	ˈt͡ɕ ɵ r n ɨ j
2816	2815	black	чорний	ˈt͡ʃɔrnei̯	Ukrainian	ˈt͡ʃ ɔ r n ei̯	2 7 5 4 7	AXMBZ	CURNE	15	15.C.C 15.U.V 15.R.c 15.N.C 15.E.V	2.0 1.5 1.1 1.75 0.8	0	94	ˈt͡ʃ ɔ r n ei̯ -
#
1009	1008	blood	blood	blʌd	English	b l ʌ d	1 5 7 1	ACXN	PLET	4	4.P.C 4.L.C 4.E.V 4.T.c	2.0 1.5 1.5 0.8	0	99	b l ʌ d
1011	1010	blood	krev	krɛv	Czech	k r ɛ v	1 5 7 3	ACXN	KREB	3	3.K.C 3.R.C 3.E.V 3.B.c	2.0 1.5 1.5 0.8	0	97	k r ɛ v -
1012	1011	blood	krew	krɛf	Polish	k r ɛ f	1 5 7 3	ACXN	KREB	8	8.K.C 8.R.C 8.E.V 8.B.c	2.0 1.5 1.5 0.8	0	97	k r ɛ f -
1013	1012	blood	krv	kr̂ːʋ	Slovak	k r̂ː ʋ	1 5 6	ACC	KRW	13	13.K.C 13.R.C 13.W.C	2.0 1.5 1.5	0	97	k r̂ː - ʋ -
1014	1013	blood	kšej	kʃej	Lower Sorbian	k ʃ e j	1 3 7 6	ACXN	KSEJ	5	5.K.C 5.S.C 5.E.V 5.J.c	2.0 1.5 1.5 0.8	0	100	k ʃ e j
1016	1015	blood	кръв	krɤf	Bulgarian	k r ɤ f	1 5 7 3	ACXN	KREB	2	2.K.C 2.R.C 2.E.V 2.B.c	2.0 1.5 1.5 0.8	0	97	k r ɤ f -
1017	1016	blood	крв	kr̩f	Macedonian	k r̩ f	1 5 3	AXN	KRB	6	6.K.C 6.R.V 6.B.c	2.0 1.5 0.8	0	97	k r̩ - f -
1018	1017	blood	krv	kr̂ːʋ	Serbo-Croatian Latin	k r̂ː ʋ	1 5 6	ACC	KRW	12	12.K.C 12.R.C 12.W.C	2.0 1.5 1.5	0	97	k r̂ː - ʋ -
1019	1018	blood	крв	kr̩f	Serbo-Croatian Cyrillic	k r̩ f	1 5 3	AXN	KRB	11	11.K.C 11.R.V 11.B.c	2.0 1.5 0.8	0	97	k r̩ - f -
1020	1019	blood	kri	kriː	Slovene	k r iː	1 5 7	ACX	KRI	14	14.K.C 14.R.C 14.I.V	2.0 1.5 1.5	0	97	k r - - iː
1022	1021	blood	кровь	krofʲ	Russian	k r o fʲ	1 5 7 3	ACXN	KRUB	9	9.K.C 9.R.C 9.U.V 9.B.c	2.0 1.5 1.5 0.8	0	97	k r o fʲ -
1023	1022	blood	кров	krof	Rusyn	k r o f	1 5 7 3	ACXN	KRUB	10	10.K.C 10.R.C 10.U.V 10.B.c	2.0 1.5 1.5 0.8	0	97	k r o f -
1024	1023	blood	кров	krof	Ukrainian	k r o f	1 5 7 3	ACXN	KRUB	15	15.K.C 15.R.C 15.U.V 15.B.c	2.0 1.5 1.5 0.8	0	97	k r o f -
#
1025	1024	bone	bone	boʊn	English	b oʊ n	1 7 4	AXN	PUN	4	4.P.C 4.U.V 4.N.c	2.0 1.5 0.8	0	103	b oʊ n
1026	1025	bone	кость	kosʲtʲ	Old Church Slavonic	k o sʲ tʲ	1 7 3 1	AXLN	KUST	7	7.K.C 7.U.V 7.S.c 7.T.c	2.0 1.5 1.1 0.8	0	101	k o sʲ tʲ -
1027	1026	bone	kost	kost	Czech	k o s t	1 7 3 1	AXLN	KUST	3	3.K.C 3.U.V 3.S.c 3.T.c	2.0 1.5 1.1 0.8	0	101	k o s t -
1028	1027	bone	kość	kɔɕt͡ɕ	Polish	k ɔ ɕ t͡ɕ	1 7 3 2	AXLN	KUSC	8	8.K.C 8.U.V 8.S.c 8.C.c	2.0 1.5 1.1 0.8	0	101	k ɔ ɕ t͡ɕ -
1029	1028	bone	kosť	ˈkɔsc	Slovak	ˈk ɔ s c	1 7 3 1	AXLN	KUSC	13	13.K.C 13.U.V 13.S.c 13.C.c	2.0 1.5 1.1 0.8	0	101	ˈk ɔ s c -
1030	1029	bone	kósć	kɨst͡ɕ	Lower Sorbian	k ɨ s t͡ɕ	1 7 3 2	AXLN	KISC	5	5.K.C 5.I.V 5.S.c 5.C.c	2.0 1.5 1.1 0.8	0	101	k ɨ s t͡ɕ -
1031	1030	bone	kósć	kɨst͡ɕ	Upper Sorbian	k ɨ s t͡ɕ	1 7 3 2	AXLN	KISC	16	16.K.C 16.I.V 16.S.c 16.C.c	2.0 1.5 1.1 0.8	0	101	k ɨ s t͡ɕ -
1032	1031	bone	кост	kɔst	Bulgarian	k ɔ s t	1 7 3 1	AXLN	KUST	2	2.K.C 2.U.V 2.S.c 2.T.c	2.0 1.5 1.1 0.8	0	101	k ɔ s t -
1033	1032	bone	коска	ˈkɔska	Macedonian	ˈk ɔ s k a	1 7 3 1 7	AXMBZ	KUSKA	6	6.K.C 6.U.V 6.S.c 6.K.C 6.A.V	2.0 1.5 1.1 1.75 0.8	0	101	ˈk ɔ s k a
1034	1033	bone	kost	kost	Serbo-Croatian Latin	k o s t	1 7 3 1	AXLN	KUST	12	12.K.C 12.U.V 12.S.c 12.T.c	2.0 1.5 1.1 0.8	0	101	k o s t -
1035	1034	bone	кост	kɔst	Serbo-Croatian Cyrillic	k ɔ s t	1 7 3 1	AXLN	KUST	11	11.K.C 11.U.V 11.S.c 11.T.c	2.0 1.5 1.1 0.8	0	101	k ɔ s t -
1036	1035	bone	kost	kost	Slovene	k o s t	1 7 3 1	AXLN	KUST	14	14.K.C 14.U.V 14.S.c 14.T.c	2.0 1.5 1.1 0.8	0	101	k o s t -
1038	1037	bone	кость	kosʲtʲ	Russian	k o sʲ tʲ	1 7 3 1	AXLN	KUST	9	9.K.C 9.U.V 9.S.c 9.T.c	2.0 1.5 1.1 0.8	0	101	k o sʲ tʲ -
#
1409	1408	breast	breast	bɹɛst	English	b ɹ ɛ s t	1 5 7 3 1	ACXLN	PREST	4	4.P.C 4.R.C 4.E.V 4.S.c 4.T.c	2.0 1.5 1.5 1.1 0.8	0	105	b ɹ ɛ - s t -
1411	1410	breast	prs	pr̩s	Czech	p r̩ s	1 5 3	AXN	PRS	3	3.P.C 3.R.V 3.S.c	2.0 1.5 0.8	0	105	p - - r̩ s - -
1412	1411	breast	pierś	pʲjɛrɕ	Polish	pʲ j ɛ r ɕ	1 6 7 5 3	ACXLN	PJERS	8	8.P.C 8.J.C 8.E.V 8.R.c 8.S.c	2.0 1.5 1.5 1.1 0.8	0	105	pʲ j ɛ r ɕ - -
1413	1412	breast	prsia	ˈpr̩si̯a	Slovak	ˈp r̩ s i̯a	1 5 3 7	AXBZ	PRSI	13	13.P.C 13.R.V 13.S.C 13.I.V	2.0 1.5 1.75 0.8	0	105	ˈp - - r̩ s - i̯a
1414	1413	breast	bok	bɒk	Lower Sorbian	b ɒ k	1 7 1	AXN	POK	5	5.P.C 5.O.V 5.K.c	2.0 1.5 0.8	0	107	b ɒ k
1416	1415	breast	гръд	ɡrɤt	Bulgarian	ɡ r ɤ t	1 5 7 1	ACXN	KRET	2	2.K.C 2.R.C 2.E.V 2.T.c	2.0 1.5 1.5 0.8	0	104	ɡ r ɤ t -
1417	1416	breast	града	ɡrəˈd̪ɤ	Macedonian	ɡ r ə ˈd̪ ɤ	1 5 7 1 7	ACXBZ	KRETE	6	6.K.C 6.R.C 6.E.V 6.T.C 6.E.V	2.0 1.5 1.5 1.75 0.8	0	104	ɡ r ə ˈd̪ ɤ
1418	1417	breast	prsa	pr̂sa	Serbo-Croatian Latin	p r̂ s a	1 5 3 7	AXBZ	PRSA	12	12.P.C 12.R.V 12.S.C 12.A.V	2.0 1.5 1.75 0.8	0	105	p - - r̂ s - a
1419	1418	breast	прса	pr̂sa	Serbo-Croatian Cyrillic	p r̂ s a	1 5 3 7	AXBZ	PRSA	11	11.P.C 11.R.V 11.S.C 11.A.V	2.0 1.5 1.75 0.8	0	105	p - - r̂ s - a
1420	1419	breast	prsi	pr̂si	Slovene	p r̂ s i	1 5 3 7	AXBZ	PRSI	14	14.P.C 14.R.V 14.S.C 14.I.V	2.0 1.5 1.75 0.8	0	105	p - - r̂ s - i
1422	1421	breast	грудь	ɡrutʲ	Russian	ɡ r u tʲ	1 5 7 1	ACXN	KRYT	9	9.K.C 9.R.C 9.Y.V 9.T.c	2.0 1.5 1.5 0.8	0	104	ɡ r u tʲ -
1423	1422	breast	груди	ˈɡrudʲɪ	Rusyn	ˈɡ r u dʲ ɪ	1 5 7 1 7	ACXBZ	KRYTI	10	10.K.C 10.R.C 10.Y.V 10.T.C 10.I.V	2.0 1.5 1.5 1.75 0.8	0	104	ˈɡ r u dʲ ɪ
1424	1423	breast	груди	ˈɡrudʲɪ	Ukrainian	ˈɡ r u dʲ ɪ	1 5 7 1 7	ACXBZ	KRYTI	15	15.K.C 15.R.C 15.Y.V 15.T.C 15.I.V	2.0 1.5 1.5 1.75 0.8	0	104	ˈɡ r u dʲ ɪ
#
609	608	child	child	t͡ʃaɪld	English	t͡ʃ aɪ l d	2 7 5 1	AXLN	CALT	4	4.C.C 4.A.V 4.L.c 4.T.c	2.0 1.5 1.1 0.8	0	110	t͡ʃ aɪ l d
611	610	child	dítě	ɟiːcɛ	Czech	ɟ iː c ɛ	1 7 1 7	AXBZ	CICE	3	3.C.C 3.I.V 3.C.C 3.E.V	2.0 1.5 1.75 0.8	0	108	ɟ iː c ɛ
612	611	child	dziecko	ˈd͡ʑɛt͡s.kɔ	Polish	ˈd͡ʑ ɛ t͡s k ɔ	2 7 2 1 7	AXMBZ	CECKU	8	8.C.C 8.E.V 8.C.c 8.K.C 8.U.V	2.0 1.5 1.1 1.75 0.8	0	113	ˈd͡ʑ ɛ t͡s k ɔ
613	612	child	dieťa	ˈɟi̯e.ca	Slovak	ˈɟ i̯e c a	1 7 1 7	AXBZ	CICA	13	13.C.C 13.I.V 13.C.C 13.A.V	2.0 1.5 1.75 0.8	0	108	ˈɟ i̯e c a
614	613	child	źiśe	ˈʑiɕɛ	Lower Sorbian	ˈʑ i ɕ ɛ	3 7 3 7	AXBZ	SISE	5	5.S.C 5.I.V 5.S.C 5.E.V	2.0 1.5 1.75 0.8	0	108	ˈʑ i ɕ ɛ
616	615	child	дете	dɛˈtɛ	Bulgarian	d ɛ ˈt ɛ	1 7 1 7	AXBZ	TETE	2	2.T.C 2.E.V 2.T.C 2.E.V	2.0 1.5 1.75 0.8	0	108	d ɛ ˈt ɛ
617	616	child	дете	dɛˈtɛ	Macedonian	d ɛ ˈt ɛ	1 7 1 7	AXBZ	TETE	6	6.T.C 6.E.V 6.T.C 6.E.V	2.0 1.5 1.75 0.8	0	108	d ɛ ˈt ɛ
618	617	child	dete	ˈde.tə	Serbo-Croatian Latin	ˈd e t ə	1 7 1 7	AXBZ	TETE	12	12.T.C 12.E.V 12.T.C 12.E.V	2.0 1.5 1.75 0.8	0	108	ˈd e t ə
619	618	child	дете	dɛˈtɛ	Serbo-Croatian Cyrillic	d ɛ ˈt ɛ	1 7 1 7	AXBZ	TETE	11	11.T.C 11.E.V 11.T.C 11.E.V	2.0 1.5 1.75 0.8	0	108	d ɛ ˈt ɛ
620	619	child	dete	ˈde.tə	Slovene	ˈd e t ə	1 7 1 7	AXBZ	TETE	14	14.T.C 14.E.V 14.T.C 14.E.V	2.0 1.5 1.75 0.8	0	108	ˈd e t ə
622	621	child	дитя	dʲɪˈtʲa	Russian	dʲ ɪ ˈtʲ a	1 7 1 7	AXBZ	TITA	9	9.T.C 9.I.V 9.T.C 9.A.V	2.0 1.5 1.75 0.8	0	108	dʲ ɪ ˈtʲ a
624	623	child	дитя	dʲɪˈtʲa	Ukrainian	dʲ ɪ ˈtʲ a	1 7 1 7	AXBZ	TITA	15	15.T.C 15.I.V 15.T.C 15.A.V	2.0 1.5 1.75 0.8	0	108	dʲ ɪ ˈtʲ a
#
2545	2544	cloud	cloud	klaʊd	English	k l aʊ d	1 5 7 1	ACXN	KLAT	4	4.K.C 4.L.C 4.A.V 4.T.c	2.0 1.5 1.5 0.8	0	116	k l aʊ d
2547	2546	cloud	mrak	mrak	Czech	m r a k	4 5 7 1	ACXN	MRAK	3	3.M.C 3.R.C 3.A.V 3.K.c	2.0 1.5 1.5 0.8	0	115	m r a k
2548	2547	cloud	chmura	ˈxmu.ra	Polish	ˈx m u r a	3 4 7 5 7	ACXBZ	GMYRA	8	8.G.C 8.M.C 8.Y.V 8.R.C 8.A.V	2.0 1.5 1.5 1.75 0.8	0	119	ˈx m u r a
2549	2548	cloud	oblak	oblak	Slovak	o b l a k	7 1 5 7 1	XBCYN	UPLAK	13	13.U.V 13.P.C 13.L.C 13.A.V 13.K.c	1.5 1.75 1.5 1.3 0.8	0	114	o b l a k -
2550	2549	cloud	mrok	mrɔk	Lower Sorbian	m r ɔ k	4 5 7 1	ACXN	MRUK	5	5.M.C 5.R.C 5.U.V 5.K.c	2.0 1.5 1.5 0.8	0	115	m r ɔ k
2552	2551	cloud	облак	ôblaːk	Bulgarian	ô b l aː k	7 1 5 7 1	XBCYN	UPLAK	2	2.U.V 2.P.C 2.L.C 2.A.V 2.K.c	1.5 1.75 1.5 1.3 0.8	0	114	ô b l aː k -
2553	2552	cloud	облак	ôblaːk	Macedonian	ô b l aː k	7 1 5 7 1	XBCYN	UPLAK	6	6.U.V 6.P.C 6.L.C 6.A.V 6.K.c	1.5 1.75 1.5 1.3 0.8	0	114	ô b l aː k -
2554	2553	cloud	oblak	oblak	Serbo-Croatian Latin	o b l a k	7 1 5 7 1	XBCYN	UPLAK	12	12.U.V 12.P.C 12.L.C 12.A.V 12.K.c	1.5 1.75 1.5 1.3 0.8	0	114	o b l a k -
2555	2554	cloud	облак	ôblaːk	Serbo-Croatian Cyrillic	ô b l aː k	7 1 5 7 1	XBCYN	UPLAK	11	11.U.V 11.P.C 11.L.C 11.A.V 11.K.c	1.5 1.75 1.5 1.3 0.8	0	114	ô b l aː k -
2556	2555	cloud	oblak	oblak	Slovene	o b l a k	7 1 5 7 1	XBCYN	UPLAK	14	14.U.V 14.P.C 14.L.C 14.A.V 14.K.c	1.5 1.75 1.5 1.3 0.8	0	114	o b l a k -
2558	2557	cloud	облако	ˈobləkə	Russian	ˈo b l ə k ə	7 1 5 7 1 7	XBCYBZ	UPLEKE	9	9.U.V 9.P.C 9.L.C 9.E.V 9.K.C 9.E.V	1.5 1.75 1.5 1.3 1.75 0.8	0	114	ˈo b l ə k ə
#
2881	2880	cold	cold	kəʊld	English	k əʊ l d	1 7 5 1	AXLN	KELT	4	4.K.C 4.E.V 4.L.c 4.T.c	2.0 1.5 1.1 0.8	0	122	k əʊ l d
2883	2882	cold	studený	'studɛni:	Czech	's t u d ɛ n i:	3 1 7 1 7 4 7	ACYBYBZ	STYTENI	3	3.S.C 3.T.C 3.Y.V 3.T.C 3.E.V 3.N.C 3.I.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	0	120	's t u d ɛ n i:
2884	2883	cold	zimny	ˈʑimnɨ	Polish	ˈʑ i m n ɨ	3 7 4 4 7	AXMBZ	SIMNI	8	8.S.C 8.I.V 8.M.c 8.N.C 8.I.V	2.0 1.5 1.1 1.75 0.8	0	123	ˈʑ i m n ɨ
2885	2884	cold	studený	'studɛni:	Slovak	's t u d ɛ n i:	3 1 7 1 7 4 7	ACYBYBZ	STYTENI	13	13.S.C 13.T.C 13.Y.V 13.T.C 13.E.V 13.N.C 13.I.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	0	120	's t u d ɛ n i:
2886	2885	cold	zymny	ˈzɨmnɨ	Lower Sorbian	ˈz ɨ m n ɨ	3 7 4 4 7	AXMBZ	SIMNI	5	5.S.C 5.I.V 5.M.c 5.N.C 5.I.V	2.0 1.5 1.1 1.75 0.8	0	123	ˈz ɨ m n ɨ
2887	2886	cold	zymny	ˈzɨmnɨ	Upper Sorbian	ˈz ɨ m n ɨ	3 7 4 4 7	AXMBZ	SIMNI	16	16.S.C 16.I.V 16.M.c 16.N.C 16.I.V	2.0 1.5 1.1 1.75 0.8	0	123	ˈz ɨ m n ɨ
2888	2887	cold	студен	stuˈdɛn	Bulgarian	s t u ˈd ɛ n	3 1 7 1 7 4	ACYBYN	STYTEN	2	2.S.C 2.T.C 2.Y.V 2.T.C 2.E.V 2.N.c	2.0 1.5 1.3 1.75 1.3 0.8	0	120	s t u ˈd ɛ n -
2889	2888	cold	студен	stuˈdɛn	Macedonian	s t u ˈd ɛ n	3 1 7 1 7 4	ACYBYN	STYTEN	6	6.S.C 6.T.C 6.Y.V 6.T.C 6.E.V 6.N.c	2.0 1.5 1.3 1.75 1.3 0.8	0	120	s t u ˈd ɛ n -
2890	2889	cold	hladnoća	xladnǒtɕa	Serbo-Croatian Latin	x l a d n ǒ t ɕ a	3 5 7 1 4 7 1 3 7	ACXBCYBCZ	GLATNUTSA	12	12.G.C 12.L.C 12.A.V 12.T.C 12.N.C 12.U.V 12.T.C 12.S.C 12.A.V	2.0 1.5 1.5 1.75 1.5 1.3 1.75 1.5 0.8	0	126	x - l a d n ǒ t ɕ a
2891	2890	cold	хладноћа	xladnǒtɕa	Serbo-Croatian Cyrillic	x l a d n ǒ t ɕ a	3 5 7 1 4 7 1 3 7	ACXBCYBCZ	GLATNUTSA	11	11.G.C 11.L.C 11.A.V 11.T.C 11.N.C 11.U.V 11.T.C 11.S.C 11.A.V	2.0 1.5 1.5 1.75 1.5 1.3 1.75 1.5 0.8	0	126	x - l a d n ǒ t ɕ a
2892	2891	cold	hladen	xláːdən	Slovene	x l áː d ə n	3 5 7 1 7 4	ACXBYN	GLATEN	14	14.G.C 14.L.C 14.A.V 14.T.C 14.E.V 14.N.c	2.0 1.5 1.5 1.75 1.3 0.8	0	120	x l áː d ə n -
2894	2893	cold	холодный	xɐˈlodnɨj	Russian	x ɐ ˈl o d n ɨ j	3 7 5 7 1 4 7 6	AXBYBCYN	GELUTNIJ	9	9.G.C 9.E.V 9.L.C 9.U.V 9.T.C 9.N.C 9.I.V 9.J.c	2.0 1.5 1.75 1.3 1.75 1.5 1.3 0.8	0	126	x ɐ ˈl o d n ɨ j - -
